publisher,code,text,count,category,category_year
csa,8.10.2,The @value should be a valid number for all non-qualitative measures.,1,<=1M,2018
csa,8.9.2,The @value should be a valid number for all non-qualitative measures.,1,<=1M,2018
csa,11.2.1,The transaction date must not be in the future.,4,<=1M,2018
csa,11.2.2,The transaction value date must not be in the future.,2,<=1M,2018
csa-kenya,9.9.1,The currency code is invalid.,1,No spend data for 2018-2020,
csa-kenya,9.3.1,The default currency code is invalid.,1,No spend data for 2018-2020,
csc,3.7.1,Recipient country or recipient region should be declared for either the activity or for all transactions.,1,No spend data for 2018-2020,
csom1,6.13.1,"When using a reporting organisation policy marker, it must include a narrative.",3,<=1M,2018
csom1,11.2.1,The transaction date must not be in the future.,3,<=1M,2018
csom1,11.2.2,The transaction value date must not be in the future.,3,<=1M,2018
cssf,4.1.1,"The activity should specify a default language, or the language must be specified for each narrative element.",87,> 100M & <= 1B,2019
cssf,9.16.1,The CRS channel code is invalid.,87,> 100M & <= 1B,2019
cst,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
csu,7.5.3,Budget Period must not be longer than one year.,1,> 1M & <= 10M,2019
csu,8.9.3,The @value should be omitted for qualitative measures.,1,> 1M & <= 10M,2019
csu,8.10.3,The @value should be omitted for qualitative measures.,1,> 1M & <= 10M,2019
csu,8.8.3,The @value should be omitted for qualitative measures.,1,> 1M & <= 10M,2019
ct-admin,3.4.4,"For a single recipient country or region, the percentage must either be omitted, or set to 100.",1,<=1M,2018
ctbeijing,6.14.1,"When using a policy marker for vocabulary 1, it must include a significance.",1,<=1M,2020
ctbeijing,3.4.1,Percentages are missing for one or more recipient countries or regions.,1,<=1M,2020
ctc,6.6.2,Sectors are present at both the activity AND transaction level. Sectors should only be present at activity OR transaction level.,1,No spend data for 2018-2020,
ctc,9.90.1,The OECD DAC sector is invalid.,1,No spend data for 2018-2020,
cu,1.10.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2019
cu,1.15.1,The identifier should not start or end with spaces or newlines.,2,> 1M & <= 10M,2019
cu,1.10.13,"The identifier must not contain any of the symbols /, &, | or ?.",1,> 1M & <= 10M,2019
cuamm,3.7.1,The activity should have recipient-country or recipient-region information for either the activity or for all transactions.,1,> 1M & <= 10M,2019
cuammtrustees,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
cww,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
cyan,7.5.3,Budget Period must not be longer than one year.,1,<=1M,2018
d4d,7.5.3,Budget Period must not be longer than one year.,1,<=1M,2018
dai,8.11.1,A reference code must only be declared at result OR result indicator level.,2,> 1M & <= 10M,2018
dai,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",2,> 1M & <= 10M,2018
dai,1.4.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2018
dai,6.14.1,"When using a policy marker code for vocabulary 1, it must include a significance.",1,> 1M & <= 10M,2018
dai,1.5.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2018
dai-e,7.5.3,Budget Period must not be longer than one year.,6,> 100M & <= 1B,2018
dai-e,2.1.2,"Percentages for sectors, within a vocabulary (e.g. 1 - OECD DAC), must add up to 100%.",2,> 100M & <= 1B,2018
dai-e,3.7.1,The activity should have recipient-country or recipient-region information for either the activity or for all transactions.,1,> 100M & <= 1B,2018
dai-e,1.10.1,The identifier should not start or end with spaces or newlines.,19,> 100M & <= 1B,2018
dai-e,1.15.1,The identifier should not start or end with spaces or newlines.,19,> 100M & <= 1B,2018
dai-e,11.2.2,The transaction value date must not be in the future.,1,> 100M & <= 1B,2018
damien-foundation,8.8.2,The @value should be a valid number for all non-qualitative measures.,1,> 1M & <= 10M,2018
damien-foundation,8.9.2,The @value should be a valid number for all non-qualitative measures.,3,> 1M & <= 10M,2018
damien-foundation,11.2.1,The transaction date must not be in the future.,1,> 1M & <= 10M,2018
dance4life,3.1.1,Percentages are missing for one or more recipient countries.,1,<=1M,2018
dangbo,7.5.3,Budget Period must not be longer than one year.,1,No spend data for 2018-2020,
dangbo,8.10.2,The @value should be a valid number for all non-qualitative measures.,1,No spend data for 2018-2020,
dangbo,8.8.2,The @value should be a valid number for all non-qualitative measures.,1,No spend data for 2018-2020,
dangbo,8.9.2,The @value should be a valid number for all non-qualitative measures.,1,No spend data for 2018-2020,
danida,11.1.5,The actual end date of the activity must not be in the future.,94,> 1B,2019
danida,3.7.1,The activity should have recipient-country or recipient-region information for either the activity or for all transactions.,505,> 1B,2019
danida,9.76.1,The OECD DAC sector is invalid.,5,> 1B,2019
danida,11.2.1,The transaction date must not be in the future.,14,> 1B,2019
danida,11.2.2,The transaction value date must not be in the future.,14,> 1B,2019
danida,6.2.2,"Each activity must have a specified Sector Classification, at either activity level, or for ALL transactions.",623,> 1B,2019
danida,1.8.13,"The identifier must not contain any of the symbols /, &, | or ?.",2704,> 1B,2019
danida,11.1.3,The actual start date must be before the actual end date.,1568,> 1B,2019
danida,4.3.1,The title has no narrative content.,658,> 1B,2019
danida,9.16.1,The CRS channel code is invalid.,123,> 1B,2019
danida,9.80.1,The aid type is invalid.,11619,> 1B,2019
danida,4.4.1,The description has no narrative content.,6948,> 1B,2019
danida,9.51.1,The recipient region code is invalid.,232,> 1B,2019
danida,1.8.1,The identifier should not start or end with spaces or newlines.,3,> 1B,2019
danida,9.5.1,The activity status code is invalid.,679,> 1B,2019
danida,3.4.2,"Percentages for recipient countries or regions, must add up to 100%.",372,> 1B,2019
danishrc,3.7.1,The activity should have recipient-country or recipient-region information for either the activity or for all transactions.,2,No spend data for 2018-2020,
danmission,11.1.5,The actual end date of the activity must not be in the future.,1,> 1M & <= 10M,2018
danmission,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",2,> 1M & <= 10M,2018
dapp,7.5.3,Budget Period must not be longer than one year.,2,No spend data for 2018-2020,
dapp,7.5.2,Budget Value must include a Value Date.,3,No spend data for 2018-2020,
dapp,4.1.1,"The activity should specify a default language, or the language must be specified for each narrative element.",4,No spend data for 2018-2020,
dapp,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",6,No spend data for 2018-2020,
dapp,1.4.1,The identifier should not start or end with spaces or newlines.,1,No spend data for 2018-2020,
dapp,9.88.1,The organisation type is invalid.,2,No spend data for 2018-2020,
dapp,6.11.1,The activity must have a planned or actual start date.,1,No spend data for 2018-2020,
dapp,9.89.1,The organisation type is invalid.,2,No spend data for 2018-2020,
dapp,1.3.1,The identifier should not start or end with spaces or newlines.,1,No spend data for 2018-2020,
dawuro_da,107.2.1,The transaction should also contain a code from the DAC Type of Aid vocabulary.,1,<=1M,2019
dba,8.10.2,The @value should be a valid number for all non-qualitative measures.,1,<=1M,2018
dba,11.2.1,The transaction date must not be in the future.,2,<=1M,2018
dc,1.10.1,The identifier should not start or end with spaces or newlines.,1,No spend data for 2018-2020,
dc,1.4.1,The identifier should not start or end with spaces or newlines.,1,No spend data for 2018-2020,
dc,1.15.1,The identifier should not start or end with spaces or newlines.,1,No spend data for 2018-2020,
dca,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",655,> 10M & <= 100M,2020
dca,6.14.1,"When using a policy marker code for vocabulary 1, it must include a significance.",7,> 10M & <= 100M,2020
dca,107.2.1,The transaction should also contain a code from the OECD DAC aid type vocabulary.,2,> 10M & <= 100M,2020
dca,1.9.1,The identifier should not start or end with spaces or newlines.,1,> 10M & <= 100M,2020
dcaf,3.7.1,The activity should have recipient-country or recipient-region information for either the activity or for all transactions.,2,> 1M & <= 10M,2018
dcaf,8.9.3,The target value should be omitted for qualitative measures.,2,> 1M & <= 10M,2018
dcaf,8.10.3,The actual value should be omitted for qualitative indicator measures.,2,> 1M & <= 10M,2018
dcaf,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",1,> 1M & <= 10M,2018
dcaf,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",1,> 1M & <= 10M,2018
dcaf,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal)",1,> 1M & <= 10M,2018
dcaf,3.4.1,"When multiple recipient countries or regions are declared, each must have a percentage.",2,> 1M & <= 10M,2018
dcaf,1.10.13,"The identifier must not contain any of the symbols /, &, | or ?.",1,> 1M & <= 10M,2018
dcaf,3.7.2,"If transactions have a recipient-country or recipient-region, they must be used for all transactions.",1,> 1M & <= 10M,2018
dcaf,6.7.2,"If transactions have a sector classification, they must be used for all transactions.",1,> 1M & <= 10M,2018
dcapitalpartners,6.14.1,"When using a policy marker for vocabulary 1, it must include a significance.",9,> 1M & <= 10M,2019
dciecpatnl,7.5.3,Budget Period must not be longer than one year.,1,> 1M & <= 10M,2018
dciecpatnl,8.10.1,"The actual must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",1,> 1M & <= 10M,2018
dcms,0.0.0,No messages for publisher,0,> 1M & <= 10M,2019
ddp,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",1,<=1M,2018
ddp,1.15.1,The identifier should not start or end with spaces or newlines.,1,<=1M,2018
ddp,1.5.1,The identifier should not start or end with spaces or newlines.,1,<=1M,2018
ddp,9.88.1,The organisation type is invalid.,1,<=1M,2018
ddp,9.89.1,The organisation type is invalid.,1,<=1M,2018
dec-uk,1.10.1,The identifier should not start or end with spaces or newlines.,1,> 10M & <= 100M,2019
dec-uk,1.15.1,The identifier should not start or end with spaces or newlines.,1,> 10M & <= 100M,2019
decp,7.5.3,Budget Period must not be longer than one year.,1,> 1M & <= 10M,2019
defenddefenders,8.8.1,"The baseline must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",1,No spend data for 2018-2020,
defra_transparency,6.9.1,The organisation must have an identifier or a narrative.,2,> 10M & <= 100M,2019
defra_transparency,7.5.3,Budget Period must not be longer than one year.,4,> 10M & <= 100M,2019
defra_transparency,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,10,> 10M & <= 100M,2019
defra_transparency,11.2.2,The transaction value date must not be in the future.,1,> 10M & <= 100M,2019
defra_transparency,8.6.3,The start of the period must be before the end of the period.,2,> 10M & <= 100M,2019
defra_transparency,4.4.1,The description has no narrative content.,43,> 10M & <= 100M,2019
delivery_associates,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
deltares,2.1.4,"When a single sector is declared, the percentage must either be omitted, or set to 100.",1,> 1M & <= 10M,2018
deltares,8.9.3,The target value should be omitted for qualitative measures.,4,> 1M & <= 10M,2018
deltares,8.10.3,The actual value should be omitted for qualitative indicator measures.,4,> 1M & <= 10M,2018
deltares,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",3,> 1M & <= 10M,2018
deltares,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",3,> 1M & <= 10M,2018
deltares,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal)",3,> 1M & <= 10M,2018
deltares,8.8.1,"The baseline must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",5,> 1M & <= 10M,2018
deltares,3.4.1,"When multiple recipient countries or regions are declared, each must have a percentage.",22,> 1M & <= 10M,2018
